title,external_id,url,type,publication_year,publication_month,publication_day,journal_title,source_client_id
The nitric oxide/cyclic GMP messenger system in olfactory pathways of the locust brain.,8996813,http://europepmc.org/abstract/med/8996813,journal-article,1996,12,,,0000-0001-7854-5009
Impact of pregestational obesity on perinatal complications: update in a Latin American cohort,10.1016/j.puhe.2024.05.019,https://doi.org/10.1016/j.puhe.2024.05.019,journal-article,2024,08,,Public Health,0009-0003-7345-1646
Alternative lengthening of telomeres (ALT) cells viability is dependent on C-rich telomeric RNAs,10.1038/s41467-023-42831-0,https://doi.org/10.1038/s41467-023-42831-0,journal-article,2023,11,04,Nature Communications,0000-0001-5836-7460
Alternative splicing downstream of EMT enhances phenotypic plasticity and malignant behavior in colon cancer,10.7554/elife.82006,,journal-article,2022,11,08,eLife,0000-0001-5836-7460
Author response: Alternative splicing downstream of EMT enhances phenotypic plasticity and malignant behavior in colon cancer,10.7554/elife.82006.sa2,,other,2022,10,,,0000-0001-5836-7460
Wnt signaling is boosted during intestinal regeneration by a CD44-positive feedback loop,10.1038/s41419-022-04607-0,,journal-article,2022,02,,Cell Death &amp; Disease,0000-0001-5836-7460
CD44 loss of function sensitizes AML cells to the BCL-2 inhibitor venetoclax by decreasing CXCL12-driven survival cues,10.1182/blood.2020006343,https://doi.org/10.1182/blood.2020006343,journal-article,2021,09,23,Blood,0000-0001-5836-7460
Plasticity in Colorectal Cancer: Why Cancer Cells Differentiate,10.3390/cancers13040918,,journal-article,2021,02,,Cancers,0000-0001-5836-7460
Combinatorial Synthesis of a Lipidoid Library by Thiolactone Chemistry: <i>In Vitro</i> Screening and <i>In Vivo</i> Validation for siRNA Delivery,10.1021/acs.bioconjchem.0c00013,,journal-article,2020,02,,Bioconjugate Chemistry,0000-0001-5836-7460
Ras-Induced miR-146a and 193a Target Jmjd6 to Regulate Melanoma Progression,10.3389/fgene.2018.00675,http://dx.doi.org/10.3389/fgene.2018.00675,journal-article,2018,12,18,Frontiers in Genetics,0000-0001-5836-7460
Optimization of Oil and Tocopherol Extraction from Maqui (<i>Aristotelia chilensis</i> (Mol.) Stuntz) by Supercritical CO<sub>2</sub> Procedure,10.3390/antiox13070845,https://www.mdpi.com/2076-3921/13/7/845,journal-article,2024,07,,Antioxidants,0000-0003-4779-5341
Effects of a High-Fat Diet and Docosahexaenoic Acid during Pregnancy on Fatty Acid Composition in the Fetal Livers of Mice,10.3390/nu15214696,https://www.mdpi.com/2072-6643/15/21/4696,journal-article,2023,11,,Nutrients,0000-0003-4779-5341
Energy (and Reactive Oxygen Species Generation) Saving Distribution of Mitochondria for the Activation of ATP Production in Skeletal Muscle,10.3390/antiox12081624,http://dx.doi.org/10.3390/antiox12081624,journal-article,2023,08,17,Antioxidants,0000-0003-4779-5341
Energy (and Reactive Oxygen Species Generation) Saving Distribution of Mitochondria for the Activation of ATP Production in Skeletal Muscle,10.3390/antiox12081624,https://www.mdpi.com/2076-3921/12/8/1624,journal-article,2023,08,,Antioxidants,0000-0003-4779-5341
Exercise Induces an Augmented Skeletal Muscle Mitochondrial Unfolded Protein Response in a Mouse Model of Obesity Produced by a High-Fat Diet,10.3390/ijms24065654,http://dx.doi.org/10.3390/ijms24065654,journal-article,2023,03,16,International Journal of Molecular Sciences,0000-0003-4779-5341
Exercise Induces an Augmented Skeletal Muscle Mitochondrial Unfolded Protein Response in a Mouse Model of Obesity Produced by a High-Fat Diet,10.3390/ijms24065654,https://www.mdpi.com/1422-0067/24/6/5654,journal-article,2023,03,,International Journal of Molecular Sciences,0000-0003-4779-5341
Effect of Structured Phenolic Lipids with EPA/DHA and Gallic Acid against Metabolic-Associated Fatty Liver Disease (MAFLD) in Mice,10.3390/molecules27227702,http://dx.doi.org/10.3390/molecules27227702,journal-article,2022,11,09,Molecules,0000-0003-4779-5341
Effects of Occupational Therapy Program Based on Active Meditation on Hair Cortisol Levels in Undergraduate Healthcare Students,10.1155/2022/2174397,http://dx.doi.org/10.1155/2022/2174397,journal-article,2022,06,08,Occupational Therapy International,0000-0003-4779-5341
Synthesis of EPA- and DHA-Enriched Structured Acylglycerols at the sn-2 Position Starting from Commercial Salmon Oil by Enzymatic Lipase Catalysis under Supercritical Conditions,10.3390/molecules26113094,http://dx.doi.org/10.3390/molecules26113094,journal-article,2021,05,22,Molecules,0000-0003-4779-5341
Synthesis of EPA- and DHA-Enriched Structured Acylglycerols at the <i>sn</i>-2 Position Starting from Commercial Salmon Oil by Enzymatic Lipase Catalysis under Supercritical Conditions,10.3390/molecules26113094,https://www.mdpi.com/1420-3049/26/11/3094,journal-article,2021,05,,Molecules,0000-0003-4779-5341
Moderate Aerobic Exercise Training Prevents the Augmented Hepatic Glucocorticoid Response Induced by High-Fat Diet in Mice,10.3390/ijms21207582,http://dx.doi.org/10.3390/ijms21207582,journal-article,2020,10,14,International Journal of Molecular Sciences,0000-0003-4779-5341
Moderate Aerobic Exercise Training Prevents the Augmented Hepatic Glucocorticoid Response Induced by High-Fat Diet in Mice,10.3390/ijms21207582,https://www.mdpi.com/1422-0067/21/20/7582,journal-article,2020,10,,International Journal of Molecular Sciences,0000-0003-4779-5341
Iron-induced derangement in hepatic Δ-5 and Δ-6 desaturation capacity and fatty acid profile leading to steatosis: Impact on extrahepatic tissues and prevention by antioxidant-rich extra virgin olive oil,10.1016/j.plefa.2020.102058,http://dx.doi.org/10.1016/j.plefa.2020.102058,journal-article,2020,02,,"Prostaglandins, Leukotrienes and Essential Fatty Acids",0000-0003-4779-5341
Concentration of EPA and DHA from Refined Salmon Oil by Optimizing the Urea–Fatty Acid Adduction Reaction Conditions Using Response Surface Methodology,10.3390/molecules24091642,http://dx.doi.org/10.3390/molecules24091642,journal-article,2019,04,26,Molecules,0000-0003-4779-5341
High-fat diet induces mouse liver steatosis with a concomitant decline in energy metabolism: attenuation by eicosapentaenoic acid (EPA) or hydroxytyrosol (HT) supplementation and the additive effects upon EPA and HT co-administration,10.1039/c9fo01373c,http://dx.doi.org/10.1039/c9fo01373c,journal-article,2019,,,Food &amp; Function,0000-0003-4779-5341
Molecular mechanisms related to the hepatoprotective effects of antioxidant-rich extra virgin olive oil supplementation in rats subjected to short-term iron administration,10.1016/j.freeradbiomed.2018.08.030,http://dx.doi.org/10.1016/j.freeradbiomed.2018.08.030,journal-article,2018,10,,Free Radical Biology and Medicine,0000-0003-4779-5341
"Coexistence, dispersal and spatial structure in metacommunities: a stochastic model approach",,,journal-article,2021,,,Theoretical Ecology,0000-0003-3889-6511
Evolving Systems of Stochastic Differential Equations,10.1007/s10959-021-01098-1,,journal-article,2021,,,J. Theor. Probab.,0000-0003-3889-6511
Evolving Systems of Stochastic Differential Equations,10.1007/s10959-021-01098-1,http://dx.doi.org/10.1007/s10959-021-01098-1,journal-article,2022,09,,Journal of Theoretical Probability,0000-0003-3889-6511
Reconstructing ecological networks with noisy dynamics,1364-5021,,journal-article,2020,,,Proc. A.,0000-0003-3889-6511
What Is the Species Richness Distribution?,,,journal-article,2020,,,Unsolved Problems in Ecology,0000-0003-3889-6511
An open-system approach to complex biological networks,0036-1399,,journal-article,2019,,,SIAM J. Appl. Math.,0000-0003-3889-6511
An Open-System Approach to Complex Biological Networks,10.1137/17m1153431,https://publons.com/publon/18262854/,journal-article,2019,,,SIAM Journal on Applied Mathematics,0000-0003-3889-6511
Contiguity of states and super wave operators,1230-1612,,journal-article,2019,,,Open Syst. Inf. Dyn.,0000-0003-3889-6511
A semigroup approach to fractional Poisson processes,1661-8254,,journal-article,2018,,,Complex Anal. Oper. Theory,0000-0003-3889-6511
A Semigroup Approach to Fractional Poisson Processes,10.1007/s11785-018-0763-z,https://publons.com/publon/18262855/,journal-article,2018,,,Complex Analysis and Operator Theory,0000-0003-3889-6511
La certitude des probabilités. À la mémoire de Jacques Neveu,,,journal-article,2018,,,Revista de humanidades de Valparáıso,0000-0003-3889-6511
"La innovación, ¿fetiche económico o sinónimo de creatividad?",,,journal-article,2018,,,Cuadernos de Filosof́ıa,0000-0003-3889-6511
On the proportional abundance of species: Integrating population genetics and community ecology,10.1038/s41598-017-17070-1,,journal-article,2017,,,Scientific reports,0000-0003-3889-6511
On the proportional abundance of species: Integrating population genetics and community ecology,10.1038/s41598-017-17070-1,http://www.scopus.com/inward/record.url?eid=2-s2.0-85036649959&partnerID=MN8TOARS,journal-article,2017,,,Scientific Reports,0000-0003-3889-6511
Une conversation inachevée,0762-5707,,journal-article,2017,,,Matapli,0000-0003-3889-6511
Teoŕıa de la medida e integración: Volumen I,,,book,2016,,,,0000-0003-3889-6511
Entropy production and detailed balance for a class of quantum Markov semigroups,1230-1612,,journal-article,2015,,,Open Syst. Inf. Dyn.,0000-0003-3889-6511
Entropy Production and Detailed Balance for a Class of Quantum Markov Semigroups,10.1142/s1230161215500134,http://www.scopus.com/inward/record.url?eid=2-s2.0-84944054062&partnerID=MN8TOARS,journal-article,2015,,,Open Systems and Information Dynamics,0000-0003-3889-6511
Entropy production for quantum Markov semigroups,0010-3616,,journal-article,2015,,,Comm. Math. Phys.,0000-0003-3889-6511
Entropy Production for Quantum Markov Semigroups,10.1007/s00220-015-2320-1,http://www.scopus.com/inward/record.url?eid=2-s2.0-84925466619&partnerID=MN8TOARS,journal-article,2015,,,Communications in Mathematical Physics,0000-0003-3889-6511
Decoherence free subspaces of a quantum Markov semigroup,0022-2488,,journal-article,2014,,,J. Math. Phys.,0000-0003-3889-6511
Decoherence free subspaces of a quantum Markov semigroup,10.1063/1.4901009,http://www.scopus.com/inward/record.url?eid=2-s2.0-84923239934&partnerID=MN8TOARS,journal-article,2014,,,Journal of Mathematical Physics,0000-0003-3889-6511
Complejidad y azar,,,journal-article,2013,,,Cuadernos de Filosof́ıa,0000-0003-3889-6511
Dealing with uncertainty in Earthquake Engineering: a discussion on the application of the Theory of Open Dynamical Systems,,,journal-article,2013,,,Obras y Proyectos,0000-0003-3889-6511
On a class of non-Markovian Langevin equations,1230-1612,,journal-article,2013,,,Open Syst. Inf. Dyn.,0000-0003-3889-6511
On a class of Non-Markovian Langevin equations,10.1142/s1230161213500169,http://www.scopus.com/inward/record.url?eid=2-s2.0-84888599285&partnerID=MN8TOARS,journal-article,2013,,,Open Systems and Information Dynamics,0000-0003-3889-6511
Equilibrium analysis of a dissipative fermion system,10.1007/978-3-0348-0414-1_13,,book-chapter,2012,,,Spectral analysis of quantum Hamiltonians,0000-0003-3889-6511
Equilibrium analysis of a dissipative fermion system,10.1007/978-3-0348-0414-1,http://www.scopus.com/inward/record.url?eid=2-s2.0-85029560116&partnerID=MN8TOARS,book,2012,,,Spectral Analysis of Quantum Hamiltonians: Spectral Days 2010,0000-0003-3889-6511
Equilibrium analysis of a dissipative fermion system,10.1007/978-3-0348-0414-1_13,https://publons.com/publon/18262857/,journal-article,2012,,,,0000-0003-3889-6511
Interpoiesis e interdisciplina,,,conference-paper,2012,,,Actas del Seminario Interdisciplina en la UC,0000-0003-3889-6511
Measurements and consistent families of quantum channels,1230-1612,,journal-article,2011,,,Open Syst. Inf. Dyn.,0000-0003-3889-6511
Measurements and consistent families of quantum channels,10.1142/s1230161211000169,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859459664&partnerID=MN8TOARS,journal-article,2011,,,Open Systems and Information Dynamics,0000-0003-3889-6511
"Quantum Probability and Related Topics, Proceedings of the 30th Conference",,,book,2011,,,,0000-0003-3889-6511
THE DECOHERENCE-FREE SUBALGEBRA OF A QUANTUM MARKOV SEMIGROUP ON $\mathcal{B}({\rm{h}})$,10.1142/9789814338745_0007,https://publons.com/publon/18262856/,journal-article,2011,,,Quantum Probability and Related Topics,0000-0003-3889-6511
The decoherence-free subalgebra of a quantum Markov Semigroup on $B(h)$,10.1142/9789814338745\_0007,,book-chapter,2011,,,Quantum probability and related topics,0000-0003-3889-6511
Can one validly use classical statistical inference in open quantum systems?,1230-1612,,journal-article,2010,,,Open Syst. Inf. Dyn.,0000-0003-3889-6511
Can one validly use classical statistical inference in open quantum systems?,10.1142/s1230161210000205,http://www.scopus.com/inward/record.url?eid=2-s2.0-84859468632&partnerID=MN8TOARS,journal-article,2010,,,Open Systems and Information Dynamics,0000-0003-3889-6511
Cosine and Gaussian transforms,10.31390/cosa.4.4.06,,journal-article,2010,,,Commun. Stoch. Anal.,0000-0003-3889-6511
Cosine and Gaussian transforms,10.31390/cosa.4.4.06,https://publons.com/publon/18262859/,journal-article,2010,,,Communications on Stochastic Analysis,0000-0003-3889-6511
From classical to quantum entropy production,10.1142/9789814295437\_0017,,book-chapter,2010,,,Quantum probability and infinite dimensional analysis,0000-0003-3889-6511
FROM CLASSICAL TO QUANTUM ENTROPY PRODUCTION,10.1142/9789814295437_0017,https://publons.com/publon/18262858/,journal-article,2010,,,Quantum Probability and Infinite Dimensional Analysis,0000-0003-3889-6511
Stochastic Processes,9783642048975,,book-chapter,2010,,,International Encyclopedia of Statistical Science,0000-0003-3889-6511
The decoherence-free subalgebra of a quantum Markov semigroup with unbounded generator,0219-0257,,journal-article,2010,,,Infin. Dimens. Anal. Quantum Probab. Relat. Top.,0000-0003-3889-6511
The decoherence-free subalgebra of a quantum markov semigroup with unbounded generator,10.1142/s0219025710004176,http://www.scopus.com/inward/record.url?eid=2-s2.0-77958136272&partnerID=MN8TOARS,journal-article,2010,,,"Infinite Dimensional Analysis, Quantum Probability and Related Topics",0000-0003-3889-6511
ON COMPLETELY POSITIVE NON-MARKOVIAN EVOLUTION OF A D-LEVEL SYSTEM,10.1142/9789814273756_0011,https://publons.com/publon/18262860/,journal-article,2009,,,Quantum Bio-informatics Ii: from Quantum Information to Bio-informatics,0000-0003-3889-6511
On completely positive non-Markovian evolution of a $D$-level system,10.1142/s1230161208000122,,book-chapter,2009,,,Quantum bio-informatics II,0000-0003-3889-6511
On completely positive non-Markovian evolution of a $d$-level system,10.1142/s1230161208000122,,journal-article,2008,,,Open Syst. Inf. Dyn.,0000-0003-3889-6511
On completely positive non-markovian evolution of a d-level system,10.1142/s1230161208000122,http://www.scopus.com/inward/record.url?eid=2-s2.0-66349083976&partnerID=MN8TOARS,journal-article,2008,,,Open Systems and Information Dynamics,0000-0003-3889-6511
On the structure of generators for non-Markovian master equations,1230-1612,,journal-article,2009,,,Open Syst. Inf. Dyn.,0000-0003-3889-6511
On the structure of generators for non-Markovian master equations,2-s2.0-77249149442,http://www.scopus.com/inward/record.url?eid=2-s2.0-77249149442&partnerID=MN8TOARS,journal-article,2009,,,Open Systems and Information Dynamics,0000-0003-3889-6511
Unraveling open quantum systems: classical reductions and classical dilations of quantum Markov semigroups,1793-7442,,journal-article,2009,,,Confluentes Math.,0000-0003-3889-6511
UNRAVELING OPEN QUANTUM SYSTEMS: CLASSICAL REDUCTIONS AND CLASSICAL DILATIONS OF QUANTUM MARKOV SEMIGROUPS,10.1142/s1793744209000055,https://publons.com/publon/18262861/,journal-article,2009,,,Confluentes Mathematici,0000-0003-3889-6511
Adiabatic limits and quantum decoherence,10.1142/9789812791559_0007,,book-chapter,2008,,,Stochastic analysis in mathematical physics,0000-0003-3889-6511
Adiabatic limits and quantum decoherence,10.1142/9789812791559_0007,,book-chapter,2008,,,Stochastic analysis in mathematical physics,0000-0003-3889-6511
Adiabatic limits and quantum decoherence,10.1142/9789812791559_0007,https://publons.com/publon/18262863/,journal-article,2008,,,Stochastic Analysis in Mathematical Physics,0000-0003-3889-6511
Algebraic conditions for convergence of a quantum Markov semigroup to a steady state,0219-0257,,journal-article,2008,,,Infin. Dimens. Anal. Quantum Probab. Relat. Top.,0000-0003-3889-6511
Algebraic conditions for convergence of a quantum Markov semigroup to a steady state,10.1142/s0219025708003142,http://www.scopus.com/inward/record.url?eid=2-s2.0-51549100626&partnerID=MN8TOARS,journal-article,2008,,,"Infinite Dimensional Analysis, Quantum Probability and Related Topics",0000-0003-3889-6511
Basic properties of nonlinear stochastic Schrödinger equations driven by Brownian motions,1050-5164,,journal-article,2008,,,Ann. Appl. Probab.,0000-0003-3889-6511
Basic properties of nonlinear stochastic Schrödinger equations driven by Brownian motions,10.1214/105051607000000311,http://www.scopus.com/inward/record.url?eid=2-s2.0-52949083967&partnerID=MN8TOARS,journal-article,2008,,,Annals of Applied Probability,0000-0003-3889-6511
On non-Markovian time evolution in open quantum systems,10.1007/s11080-007-9051-5,,book-chapter,2008,,,Quantum bio-informatics,0000-0003-3889-6511
On non-Markovian time evolution in open quantum systems,10.1007/s11080-007-9051-5,,journal-article,2007,,,Open Syst. Inf. Dyn.,0000-0003-3889-6511
On non-Markovian time evolution in open quantum systems,10.1007/s11080-007-9051-5,http://www.scopus.com/inward/record.url?eid=2-s2.0-34848845781&partnerID=MN8TOARS,journal-article,2007,,,Open Systems and Information Dynamics,0000-0003-3889-6511
ON NON-MARKOVIAN TIME EVOLUTION IN OPEN QUANTUM SYSTEMS,10.1142/9789812793171_0012,https://publons.com/publon/18262862/,journal-article,2008,,,Quantum Bio-Informatics,0000-0003-3889-6511
Regularity of solutions to linear stochastic Schrödinger equations,0219-0257,,journal-article,2007,,,Infin. Dimens. Anal. Quantum Probab. Relat. Top.,0000-0003-3889-6511
Regularity of solutions to linear stochastic Schrödinger equations,10.1142/s0219025707002725,http://www.scopus.com/inward/record.url?eid=2-s2.0-34250196886&partnerID=MN8TOARS,journal-article,2007,,,"Infinite Dimensional Analysis, Quantum Probability and Related Topics",0000-0003-3889-6511
Complete positivity and the Markov structure of open quantum systems,10.1007/3-540-33966-3_4,,book-chapter,2006,,,Open quantum systems. II,0000-0003-3889-6511
Complete positivity and the Markov structure of open quantum systems,10.1007/3-540-33966-3_4,http://www.scopus.com/inward/record.url?eid=2-s2.0-33748935384&partnerID=MN8TOARS,book,2006,,,Lecture Notes in Mathematics,0000-0003-3889-6511
Complete positivity and the Markov structure of open quantum systems,10.1007/3-540-33966-3_4,https://publons.com/publon/12003015/,journal-article,2006,,,Open Quantum Systems Ii,0000-0003-3889-6511
Notes on the qualitative behaviour of quantum Markov semigroups,10.1007/3-540-33967-1\_4,,book-chapter,2006,,,Open quantum systems. III,0000-0003-3889-6511
Notes on the qualitative behaviour of quantum Markov semigroups,10.1007/3-540-33967-1_4,http://www.scopus.com/inward/record.url?eid=2-s2.0-33748924192&partnerID=MN8TOARS,book,2006,,,Lecture Notes in Mathematics,0000-0003-3889-6511
Notes on the qualitative behaviour of quantum markov semigroups,10.1007/3-540-33967-1_4,https://publons.com/publon/12003016/,journal-article,2006,,,Open Quantum Systems Iii: Recent Developments,0000-0003-3889-6511
A view on decoherence via master equations,1230-1612,,journal-article,2005,,,Open Syst. Inf. Dyn.,0000-0003-3889-6511
A view on decoherence via master equations,10.1007/s11080-005-0485-3,http://www.scopus.com/inward/record.url?eid=2-s2.0-21244503937&partnerID=MN8TOARS,journal-article,2005,,,Open Systems and Information Dynamics,0000-0003-3889-6511
Decoherence of quantum Markov semigroups,0246-0203,,journal-article,2005,,,Ann. Inst. H. Poincaré Probab. Statist.,0000-0003-3889-6511
Decoherence of quantum Markov semigroups,10.1016/j.anihpb.2004.12.003,http://www.scopus.com/inward/record.url?eid=2-s2.0-17444378227&partnerID=MN8TOARS,journal-article,2005,,,Annales de l'institut Henri Poincare (B) Probability and Statistics,0000-0003-3889-6511
"ANESTOC'2002, Stochastic analysis and mathematical physics (SAMP/ANESTOC 2002)",,,book,2004,,,,0000-0003-3889-6511
Open quantum systems and classical trajectories,10.1142/9789812702364_0007,,book-chapter,2004,,,Stochastic analysis and mathematical physics (SAMP-ANESTOC 2002),0000-0003-3889-6511
Open quantum systems and classical trajectories,10.1142/9789812702364_0007,,book-chapter,2004,,,Stochastic Analysis And Mathematical Physics: (SAMP-ANESTOC 2002),0000-0003-3889-6511
Open quantum systems and classical trajectories,10.1142/9789812702364_0007,https://publons.com/publon/18262864/,journal-article,2004,,,STOCHASTIC ANALYSIS AND MATHEMATICAL PHYSICS (SAMP/ANESTOC),0000-0003-3889-6511
Limit problems for quantum dynamical semigroups---inspired by scattering theory,,,book-chapter,2003,,,"Quantum probability communications, Vol. XII (Grenoble, 1998)",0000-0003-3889-6511
Quantum Markov semigroups and their stationary states,,,book-chapter,2003,,,Stochastic analysis and mathematical physics II,0000-0003-3889-6511
Transience and recurrence of quantum Markov semigroups,0178-8051,,journal-article,2003,,,Probab. Theory Related Fields,0000-0003-3889-6511
Transience and recurrence of quantum Markov semigroups,10.1007/s00440-003-0268-0,http://www.scopus.com/inward/record.url?eid=2-s2.0-0037972008&partnerID=MN8TOARS,journal-article,2003,,,Probability Theory and Related Fields,0000-0003-3889-6511
"ANESTOC'2000, Stochastic analysis and mathematical physics : 4th International ANESTOC Workshop in Santiago, Chile",,,book,2002,,,,0000-0003-3889-6511
"ANESTOC'98, Stochastic Analysis and Mathematical Physics, Proceedings of the Third International Workshop",,,book,2002,,,,0000-0003-3889-6511
Lectures on the qualitative analysis of quantum Markov semigroups,10.1142/9789812776853\_0002,,book-chapter,2002,,,"Quantum interacting particle systems (Trento, 2000)",0000-0003-3889-6511
Lectures on the qualitative analysis of quantum {M}arkov semigroups,10.1142/9789812776853_0002,https://publons.com/publon/18262865/,journal-article,2002,,,,0000-0003-3889-6511
Some results on invariant states for quantum Markov semigroups,,,book-chapter,2002,,,"Stochastic partial differential equations and applications (Trento, 2002)",0000-0003-3889-6511
Subharmonic projections for a quantum Markov semigroup,0022-2488,,journal-article,2002,,,J. Math. Phys.,0000-0003-3889-6511
Subharmonic projections for a quantum Markov semigroup,10.1063/1.1424475,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035981901&partnerID=MN8TOARS,journal-article,2002,,,Journal of Mathematical Physics,0000-0003-3889-6511
Complete positivity and open quantum systems,,,book-chapter,2001,,,Stochastic analysis and mathematical physics,0000-0003-3889-6511
Entropy functional and resonant pure states,0716-1298,,journal-article,2001,,,Notas Soc. Mat. Chile (N.S.),0000-0003-3889-6511
On the existence of stationary states for quantum dynamical semigroups,0022-2488,,journal-article,2001,,,J. Math. Phys.,0000-0003-3889-6511
On the existence of stationary states for quantum dynamical semigroups,10.1063/1.1340870,http://www.scopus.com/inward/record.url?eid=2-s2.0-0035530255&partnerID=MN8TOARS,journal-article,2001,,,Journal of Mathematical Physics,0000-0003-3889-6511
Quantum interacting particles related to the exclusion process,,,book-chapter,2001,,,"Stochastic models, II (Spanish) (Guanajuato, 2000)",0000-0003-3889-6511
The wave map of Feller semigroups,,,book-chapter,2000,,,"Stochastic analysis and mathematical physics (Santiago, 1998)",0000-0003-3889-6511
Ecuaciones diferenciales ordinarias,,,book,1999,,,,0000-0003-3889-6511
Mean quantum sojourn time,1230-1612,,journal-article,1999,,,Open Syst. Inf. Dyn.,0000-0003-3889-6511
Mean Quantum Sojourn Time,2-s2.0-0347710365,http://www.scopus.com/inward/record.url?eid=2-s2.0-0347710365&partnerID=MN8TOARS,journal-article,1999,,,Open Systems and Information Dynamics,0000-0003-3889-6511
A view on stochastic differential equations derived from quantum optics,,,book-chapter,1998,,,"Stochastic models (Spanish) (Guanajuato, 1998)",0000-0003-3889-6511
"ANESTOC'96, Stochastic Analysis And Mathematical Physics (Anestoc'96)-Proceedings Of The 2nd International Workshop",,,book,1998,,,,0000-0003-3889-6511
Classical limit theorems related to quantum phase,2-s2.0-11644304703,http://www.scopus.com/inward/record.url?eid=2-s2.0-11644304703&partnerID=MN8TOARS,journal-article,1998,,,Open Systems and Information Dynamics,0000-0003-3889-6511
Mathematics in Latin America during the XX Century,,,journal-article,1998,,,Gaceta de la Sociedad de Matemática de Chile,0000-0003-3889-6511
On the recurrence of quantum dynamical semigroups,,,book-chapter,1998,,,"Stochastic analysis and mathematical physics (Viña del Mar, 1996)",0000-0003-3889-6511
Reduction of noise by squeezed vacuum,,,book-chapter,1998,,,"Stochastic analysis and mathematical physics (Viña del Mar, 1996)",0000-0003-3889-6511
The approach to equilibrium of a class of quantum dynamical semigroups,0219-0257,,journal-article,1998,,,Infin. Dimens. Anal. Quantum Probab. Relat. Top.,0000-0003-3889-6511
The approach to equilibrium of a class of quantum dynamical semigroups,10.1142/s0219025798000302,http://www.scopus.com/inward/record.url?eid=2-s2.0-0002372663&partnerID=MN8TOARS,journal-article,1998,,,"Infinite Dimensional Analysis, Quantum Probability and Related Topics",0000-0003-3889-6511
Principles for modelling financial markets,10.1017/s002190020010004x,,journal-article,1996,,,J. Appl. Probab.,0000-0003-3889-6511
Principles for modelling financial markets,10.1017/s002190020010004x,http://www.scopus.com/inward/record.url?eid=2-s2.0-0030496817&partnerID=MN8TOARS,journal-article,1996,,,Journal of Applied Probability,0000-0003-3889-6511
Principles for modelling financial markets,10.2307/3215342,https://publons.com/publon/12003028/,journal-article,1996,,,Journal of Applied Probability,0000-0003-3889-6511
Stochastic modeling of street lamps operation,10.1109/59.535689,http://www.scopus.com/inward/record.url?eid=2-s2.0-0030214745&partnerID=MN8TOARS,journal-article,1996,,,IEEE Transactions on Power Systems,0000-0003-3889-6511
Sur les semigroupes dynamiques quantiques,1259-1734,http://www.numdam.org/item?id=AMBP_1996__3_1_125_0,journal-article,1996,,,Ann. Math. Blaise Pascal,0000-0003-3889-6511
Sur les semigroupes dynamiques quantiques,10.5802/ambp.58,https://publons.com/publon/18262867/,journal-article,1996,,,Annales Mathématiques Blaise Pascal,0000-0003-3889-6511
Stochastic simulation of street lamps operation,,,journal-article,1995,,,"Transactions IEEE, 95SM",0000-0003-3889-6511
Sur l'approche de l'équilibre au moyen des flots quantiques,0764-4442,,journal-article,1995,,,C. R. Acad. Sci. Paris Sér. I Math.,0000-0003-3889-6511
"Correction to: ``On the convergence of anticipating integrals'' [in ıt Séminaire de Probabilités, XXVI, 505--513, Lecture Notes in Math., 1526, Springer, Berlin, 1992; MR1232014 (94j:60110)]",10.1007/bfb0073839,,book-chapter,1994,,,"Séminaire de Probabilités, XXVIII",0000-0003-3889-6511
"Correction to: ``{O}n the convergence of anticipating integrals'' [in {\it {S}\'{e}minaire de {P}robabilit\'{e}s, {XXVI}}, 505--513, {L}ecture {N}otes in {M}ath., 1526, {S}pringer, {B}erlin, 1992; {MR}1232014 (94j:60110)]",10.1007/bfb0073839,https://publons.com/publon/18262866/,journal-article,1994,,,,0000-0003-3889-6511
Pricing via anticipative stochastic calculus,0001-8678,https://doi-org.bibliotecadigital.uv.cl/10.2307/1427902,journal-article,1994,,,Adv. in Appl. Probab.,0000-0003-3889-6511
PRICING VIA ANTICIPATIVE STOCHASTIC CALCULUS,10.2307/1427902,https://publons.com/publon/12003031/,journal-article,1994,,,Advances in Applied Probability,0000-0003-3889-6511
Quantum flows associated to master equations in quantum optics,0022-2488,https://doi-org.bibliotecadigital.uv.cl/10.1063/1.530788,journal-article,1994,,,J. Math. Phys.,0000-0003-3889-6511
Quantum flows associated to master equations in quantum optics,10.1063/1.530788,http://www.scopus.com/inward/record.url?eid=2-s2.0-36449007606&partnerID=MN8TOARS,journal-article,1994,,,Journal of Mathematical Physics,0000-0003-3889-6511
Sur les temps moyens de séjour quantiques,0764-4442,,journal-article,1994,,,C. R. Acad. Sci. Paris Sér. I Math.,0000-0003-3889-6511
Un modelo estocástico para asignar precios de bonos,,,journal-article,1994,,,Estudios de Econoḿıa,0000-0003-3889-6511
A random field approach to weak convergence of processes,0167-7152,https://doi-org.bibliotecadigital.uv.cl/10.1016/0167-7152(93)90098-4,journal-article,1993,,,Statist. Probab. Lett.,0000-0003-3889-6511
A random field approach to weak convergence of processes,10.1016/0167-7152(93)90098-4,http://www.scopus.com/inward/record.url?eid=2-s2.0-43949165027&partnerID=MN8TOARS,journal-article,1993,,,Statistics and Probability Letters,0000-0003-3889-6511
On quantum resonance,,,book-chapter,1993,,,Quantum probability & related topics,0000-0003-3889-6511
